category,title
develop,"스타트업 출신 개발자로 네임드 기업에서 AI와 살아남기 11분 2일 전 2025년을 돌아보면, 그냥 ‘바빴다’는 말로는 도저히 설명할 수 없습니다. 올해 저는 어느덧 8년 차 개발자가 되었고, 작은 스타트업을 떠나 개발자 동료가 정말 많은 네임드 기업에서 새로운 도전을 시작했습니다. 솔직히 말해, 이 환경 자체가 저에게는 완전히 새로운 세계였어요. 7년 동안은 소규모 스타트업에서 ‘내가 모든 걸 직접 해내야 하는’ 구조 속에 있었습니다. 하지만 올해는 수십 명의 개발자가 함께 일하는, 체계적인 팀과 정교한 프로세스 한가운데에 섰죠. 그 순간부터 저는 자연스럽게 이런 생각을 하기 시작했습니다. “여기서도 내가 살아남을 수 있을까?”"
develop,"개발자는 이제 일하는 방식부터 재정의해야 합니다 10분 4일 전 인기 불과 몇 년 전까지만 해도 개발자는 누구나 부러워하는 유망 직종이었습니다. 하지만 요즘 분위기는 조금 다릅니다. ""AI가 개발자를 대체할 거다""라는 말부터, ""그래도 아직 개발자는 필요하다""까지, 개발자의 미래를 놓고 의견이 엇갈리고 있거든요. 결국 모두가 궁금해하는 건 하나입니다. ""AI 시대에 개발자는 어떻게 살아남을 수 있을까?""에 대한 답이죠. 최근 요즘IT에서 만난 개발자들도 비슷한 고민을 안고 있었는데요. 이번에 만난 '커서맛피아' 최수민 개발자는 조금 다른 이야기를 들려줬습니다. 개발자의 역할이 사라지는 게 아니라, 일하는 방식 자체가 바뀌고 있다는 겁니다."
develop,"2025년 회고와 2026년 개발 트렌드 전망 7분 4일 전 2024년 회고를 정리한 것이 불과 얼마 전인 것 같지만, 어느새 또 한 해가 지나 2025년을 돌아볼 시점이 되었습니다. 2025년은 개인적으로 정말 많은 변화가 있었던 한 해였습니다. 아울러 개발 현장에서도 바이브 코딩이 차지하는 역할이 커지고, 생성형 AI가 단순히 코드를 생산하는 도구를 넘어 Task를 직접 수행하는 에이전트 단계로 더욱 확장된 한 해였습니다. 이러한 변화 속에서 2026년은 선택과 집중이 보다 필요한 해가 될 것으로 보입니다. 이번 글에서는 2025년 한 해를 정리하고, 2026년 개발 현장에는 어떤 트렌드가 있을지, 그리고 우리는 어떤 전략을 취해야 하는지 살펴보겠습니다."
develop,"클로드 해커톤 1위 썰부터 카카오 Kanana 개발기까지: 핫한 AI 개발 밋업 Instruct.KR 8분 5일 전 한국 최대 AI 커뮤니티 Instruct.KR이 12월 20일 개최하는 ‘AI 에이전트’ 밋업의 주요 세션과 연사 인터뷰를 정리했다. 클로드 코드 해커톤 1위 김동규의 개발 비결, 카카오 자체 모델 Kanana의 프리트레이닝 및 MoE 개발기, 사이오닉 윤주운의 에이전트 워크플로우 자동화 기술을 미리 소개한다. 아울러 LoRA 대 풀 파인튜닝, GraphRAG 등 최신 기술 주제와 현업 엔지니어들이 전망하는 2026년 AI 트렌드 및 인사이트가 상세히 기술되었다."
develop,"10년간의 PyCon 영상 데이터가 들려준 파이썬의 미래 17분 5일 전 2025년 파이콘 한국에서 전 세계 파이콘 데이터를 수집해서 분석하는 방법에 대한 튜토리얼을 진행하고, 분석한 내용에 대해 발표했다. 오늘은 해당 튜토리얼과 발표를 진행하며 느낀 소회를 공유하고자 한다. 개발자로서 우리는 종종 경험과 직관에 의존해 기술의 흐름을 이야기한다. ""요즘 FastAPI가 대세인 것 같아"", ""AI 분야는 정말 빠르게 변하는구나""와 같은 생각들이다. 하지만 이런 감각을 데이터로 증명할 수 있다면 어떨까? 이 글은 바로 그 질문에서 시작된 하나의 데이터 분석 프로젝트에 대한 기록이다. 2013년부터 2024년까지, 전 세계 주요 파이콘(PyCon) 컨퍼런스에서 발표된 6,000개 이상의 유튜브 영상 데이터를 분석하며 발견한 파이썬 생태계의 구체적인 변화와 미래 방향성에 대한 이야기를 풀어보고자 한다."
develop,"AI 코딩 TDD 사이클: 클로드 코드로 RSA 암호화 앱 만들기 10분 6일 전 보안이 중요한 RSA 암호화/복호화 데스크톱 앱 'RiSA'를 AI 클로드 코드를 활용해 개발한 실전 경험을 공유합니다. 본 아티클은 Next.js와 Electron으로 GUI 앱을 만드는 과정에서 AI와 협업하는 5가지 핵심 전략을 제시합니다. 특히 AI가 코드를 짜는 '바이브 코딩' 시 기술 부채를 방지하는 최소 기능 승인 원칙, TDD와 유사한 '플랜 모드' 활용법, 브라운필드 프로젝트 전략 등 LLM 시대에 개발 속도와 코드 품질을 동시에 높일 수 있는 구체적인 노하우가 담겨 있습니다."
develop,"개발자를 위한 바이브 코딩 추천 툴 7가지 8분 2025.12.05. 인기 바이브 코딩이라는 개념은 널리 퍼졌지만, 정작 어떤 도구를 선택해야 하는지는 여전히 모호하니까요. IDE를 통째로 바꾼 도구부터 터미널에서 대화하듯 코드를 고쳐주는 도구까지, 종류와 역할이 다르기 때문입니다. 지금 나의 개발 환경에 어떤 도구가 가장 잘 맞는지, 어떤 조합이 가장 효율적인지 판단하기가 쉽지 않습니다. 그래서 이번 콘텐츠에서는 현재 개발자들이 실제로 많이 사용하고 있으며, 앞으로 영향력이 커질 AI 코딩 도구들만 선별하여 정리했습니다. Claude Code부터 Antigravity까지, 바이브 코딩 생태계를 대표하는 도구 7가지를 하나씩 살펴보겠습니다."
develop,"2026년 백엔드 개발자에게 찾아올 변화와 선택 13분 2025.12.04. 인기 2025년은 AI가 개발 환경에 본격적으로 자리 잡기 시작한 해다. 이제 많은 개발자들이 코드 초안 만들기, 문서 정리, 스타일 점검 같은 반복 작업은 자연스럽게 AI에 맡긴다. 코드 리뷰에서도 AI가 대안 코드를 제안해 주거나, 단순 작업을 대신해 주면서 부담이 확실히 줄었다. 하지만 그렇다고 개발 생태계가 근본적으로 바뀐 건 아니다. 서비스 구조나 장애 대응 방식, 운영 아키텍처 같은 핵심은 여전히 기존 방식이 중심이고, AI 역시 생산성을 높여주는 도구 역할을 넘어서는 단계까지는 가지 못했다. 이번 글에서는 변화하는 시대 속 백엔드의 변화에 대해 프로그래밍 언어, 프레임워크, 시스템 개발, 문화, 2026년 전망까지 살펴보고자 한다."
develop,"코드 없이 만드는 AI 비서, OpenAI 에이전트 빌더 사용기 8분 2025.12.03. 지난 2025년 10월 6일, OpenAI는 기존의 Responses API와 Agents SDK를 통해 얻은 시장의 피드백을 토대로 ‘에이전트 빌더(Agent Builder)’ 베타 버전을 공개했습니다. 에이전트 빌더는 복잡한 코딩의 장벽을 허물고 마치 레고 블록을 조립하듯, 시각적인 캔버스 위에서 각 역할을 가진 에이전트 노드와 도구를 드래그 앤 드롭 방식으로 연결하여, 누구나 손쉽게 지능형 워크플로를 만들 수 있게 해줍니다. 이번 글에서는 먼저 OpenAI의 전체 에이전트 개발 생태계인 AgentKit를 소개하고, 그 심장부인 에이전트 빌더를 활용해 AI 에이전트를 직접 제작한 과정과 생생한 후기를 공유하고자 합니다."
develop,"AI 시대에 파이썬 개발자가 쌓아야 할 비파이썬적 소양들 11분 2025.12.02. 저도 첫 커리어를 비개발자로 시작했던 만큼, 개발자가 AI보다 코딩을 못 하면 개발자로서의 커리어가 끝나는 건가?라는 불안감이 있습니다. 연차가 쌓이면서 실무보다도 관리자의 역할을 많이 맡으면서 그 불안감은 더 커졌는데요. 현재 다니고 있는 스켈터랩스에서 새로운 프로젝트를 맡아, 관리자의 역할을 하면서부터는 개발자에게 코딩만큼이나 다른 비개발적 역량의 중요하다는 걸 깨닫게 됐습니다. 오히려 AI가 코딩하는 시대에는 제가 관리자로서 하는 업무들이 개발자에게 더 중요한 업무가 되지 않을까 하는 생각이 들었죠. 이번 글에서는 이런 제 생각들을 나누고자 합니다."
